STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,MEDICAL_PROCEDURE,Medical procedure,OCCUPATION,Occupation,DIAGNOSTIC_TYPE,Diagnostic category,PROVIDER,Provider,FUNCTION,Healthcare function,MODE_PROVISION,Mode of provision,CARE_TYPE,Care type,HEALTH_FACILITY,Medical technology,AGE,Age,SEX,Sex,DATA_SRCE,Data source,WAITING_TIME,Waiting time,DISEASE,Disease,CANCER_SITE,Cancer site,CONSULTATION_TYPE,Consultation type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,28.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,24.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,30.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,24.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,25.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,28.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,29.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,13.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,24.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM361,Coronary artery bypass graft,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,26.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,59.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,61.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,82.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,DNK,Denmark,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,20.1,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,DNK,Denmark,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,15.6,,D,Definition differs,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,51.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,36.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,47.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,60.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,64.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,69.4,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,77.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,53.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,NZL,New Zealand,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM8154,Knee replacement (including the revision of knee replacement),_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,52.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ISR,Israel,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,12,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ISR,Israel,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM603_606,Prostatectomy,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,16,,B,Time series break,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,10.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,12,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,16.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,15.8,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,15.9,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,14.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,4.6,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,5.5,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,6.7,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,GBR,United Kingdom,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,8.2,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,0,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,0,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_PROC@DF_WAITING(1.1),Waiting times,I,ESP,Spain,WAIT,Waiting time,PT_PAT_WAIT_M_GT3,Percentage of patients waiting more than 3 months,CM36_TRS,Transluminal coronary angioplasty,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,WTSP,Waiting times from specialist assessment to treatment,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,0,,E,Estimated value,,,,,,,,
